Scenario,Scenario_Description,Scenario_Complexity,Algorithm,Algorithm_Display,Coverage,Active_Drones,Total_Drones,Energy_Efficiency,Coverage_Efficiency,Execution_Time,Converged,Config_ID,Run_Number
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),93.14127264989908,40,40,0.0,93.14127264989908,0.15237188339233398,True,2,1
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),95.86400697104435,40,40,0.0,95.86400697104435,0.15248584747314453,True,2,2
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),92.90934829290093,40,40,0.0,92.90934829290093,0.10728240013122559,True,2,3
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),94.06224384617643,40,40,0.0,94.06224384617643,0.20126056671142578,True,3,1
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),88.82818334650386,40,40,0.0,88.82818334650386,0.1529099941253662,True,3,2
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),97.97596953180312,40,40,0.0,97.97596953180312,0.1576220989227295,True,3,3
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),96.65334992566369,40,40,0.0,96.65334992566369,0.11941790580749512,True,4,1
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),88.68831869364796,40,40,0.0,88.68831869364796,0.16924667358398438,True,4,2
large_coverage,Large area - Scalability test,High,greedy,Greedy Algorithm (Baseline),91.07477037595069,40,40,0.0,91.07477037595069,0.1441662311553955,True,4,3
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,94.6984056866783,39,40,2.5,97.12656993505466,0.0,True,1,1
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,91.71096696888927,33,40,17.5,111.16480844713851,0.001001596450805664,True,1,2
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,92.35174112966654,34,40,15.0,108.6491072113724,0.0009870529174804688,True,1,3
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,90.44814031491876,34,40,15.0,106.40957684108089,0.0,True,2,1
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,88.25902683712465,35,40,12.5,100.86745924242817,0.020135879516601562,False,2,2
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,89.60630385603174,36,40,10.0,99.56255984003526,0.0029993057250976562,True,2,3
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,94.82018260872393,37,40,7.5,102.50830552294478,0.0009989738464355469,True,3,1
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,96.83545681055493,32,40,20.0,121.04432101319365,0.0,True,3,2
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,94.7130543112765,33,40,17.5,114.80370219548666,0.0,True,3,3
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,91.23806933649031,38,40,5.0,96.04007298577928,0.001001596450805664,True,4,1
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,96.069926226409,32,40,20.0,120.08740778301124,0.0009992122650146484,True,4,2
large_coverage,Large area - Scalability test,High,pso_standard,Standard PSO,90.17809342664454,35,40,12.5,103.06067820187947,0.0009987354278564453,True,4,3
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),99.10691068634307,34,40,15.0,109.78352472939707,0.0,True,1,1
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),99.9,38,40,5.0,97.21426328554446,0.0010018348693847656,True,1,2
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),93.43554691308621,39,40,2.5,91.09949571516876,0.0,False,1,3
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),99.9,38,40,5.0,97.79360630069962,0.0,True,2,1
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),97.81850791806187,34,40,15.0,106.33397309779821,0.0,True,2,2
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),98.04802306984757,36,40,10.0,106.67000474789687,0.0,True,2,3
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),93.03514674555666,33,40,17.5,107.4981413130214,0.0,False,3,1
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),95.25339372492583,34,40,15.0,105.29657856755031,0.0009963512420654297,True,3,2
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),95.91428503227897,39,40,2.5,94.10401564874627,0.000997304916381836,True,3,3
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),94.42966630206146,32,40,20.0,114.47104125453433,0.0,True,4,1
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),97.037944049076,38,40,5.0,99.37089435999226,0.0010020732879638672,True,4,2
large_coverage,Large area - Scalability test,High,pso_smart,Smart PSO (Coverage-First),95.84003149009047,34,40,15.0,106.25908105466793,0.0010001659393310547,True,4,3
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,93.6815052237003,34,40,15.0,110.21353555729448,0.0009999275207519531,True,1,1
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,95.53609231231542,35,40,12.5,109.18410549978906,0.0,True,1,2
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,90.51654151778322,35,40,12.5,103.44747602032369,0.0009989738464355469,True,1,3
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,94.88615166262153,36,40,10.0,105.4290574029128,0.0029954910278320312,True,2,1
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,95.22332141105448,32,40,20.0,119.0291517638181,0.0,True,2,2
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,92.3795001417159,37,40,7.5,99.8697298829361,0.0009989738464355469,True,2,3
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,95.40881325402646,38,40,5.0,100.43032974108048,0.0,True,3,1
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,94.40375024853026,35,40,12.5,107.89000028403458,0.0,True,3,2
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,90.95488204901439,38,40,5.0,95.74198110422567,0.00099945068359375,True,3,3
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,85.45278023199472,37,40,7.5,92.38138403458889,0.0,True,4,1
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,88.52254255449206,37,40,7.5,95.70004600485628,0.0,True,4,2
large_coverage,Large area - Scalability test,High,ga_standard,Standard GA,87.47718051108312,31,40,22.5,112.87378130462338,0.0,True,4,3
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),93.38641897238097,32,40,20.0,116.73302371547621,0.0009999275207519531,True,1,1
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),94.42716830205919,37,40,7.5,102.08342519141533,0.0010001659393310547,True,1,2
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),90.32874499386327,30,40,25.0,120.43832665848436,0.002000093460083008,True,1,3
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),86.3067234874825,32,40,20.0,107.88340435935312,0.0,True,2,1
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),86.70929438373877,35,40,12.5,99.0963364385586,0.0020990371704101562,True,2,2
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),94.24391661043187,39,40,2.5,96.66042729275064,0.0,True,2,3
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),92.68818322527981,37,40,7.5,100.20344132462682,0.0009996891021728516,True,3,1
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),90.78554805343374,36,40,10.0,100.87283117048193,0.0,True,3,2
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),91.51220294816947,38,40,5.0,96.32863468228366,0.0,True,3,3
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),91.91721244874635,38,40,5.0,96.75496047236459,0.0009958744049072266,True,4,1
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),86.65597646801533,32,40,20.0,108.31997058501915,0.0,True,4,2
large_coverage,Large area - Scalability test,High,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),93.89614760978405,30,40,25.0,125.19486347971207,0.0010018348693847656,True,4,3
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,89.87621599738415,33,40,17.5,108.94086787561716,0.0009982585906982422,True,1,1
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,91.49045050991596,35,40,12.5,104.56051486847538,0.0,True,1,2
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,87.33762911155847,39,40,2.5,89.57705549903433,0.0,True,1,3
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,86.96509761748871,34,40,15.0,102.31187954998671,0.0,True,2,1
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,93.87667406736846,39,40,2.5,96.28376827422406,0.0009996891021728516,True,2,2
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,93.40260709520291,31,40,22.5,120.51949302606826,0.0,True,2,3
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,93.90369722737135,33,40,17.5,113.82266330590468,0.0,True,3,1
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,87.93421078115135,33,40,17.5,106.58692215897133,0.016997337341308594,True,3,2
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,92.96331507498786,35,40,12.5,106.24378865712899,0.0,True,3,3
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,86.91909282012294,38,40,5.0,91.49378191591889,0.0009987354278564453,True,4,1
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,93.59922611161512,31,40,22.5,120.7731949827292,0.0,True,4,2
large_coverage,Large area - Scalability test,High,gwo,Grey Wolf Optimizer,86.62120500495301,30,40,25.0,115.49494000660401,0.002001047134399414,True,4,3
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,93.41433880206722,28,40,30.0,133.4490554315246,0.0009796619415283203,True,1,1
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,87.02732359978555,31,40,22.5,112.29332077391683,0.0,True,1,2
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,90.47583750846944,38,40,5.0,95.23772369312573,0.006002902984619141,True,1,3
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,85.56357308131177,35,40,12.5,97.78694066435631,0.0019996166229248047,True,2,1
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,92.00378277849953,29,40,27.500000000000004,126.90176934965453,0.01746535301208496,True,2,2
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,93.72038128226315,29,40,27.500000000000004,129.26949142381125,0.0,True,2,3
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,88.523813084825,37,40,7.5,95.70141955116215,0.0029952526092529297,True,3,1
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,88.43536084616342,35,40,12.5,101.06898382418676,0.0009992122650146484,True,3,2
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,89.33742424833414,37,40,7.5,96.58099918738826,0.008997201919555664,True,3,3
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,89.33966336698921,28,40,30.0,127.62809052427032,0.015002250671386719,True,4,1
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,89.95544952680686,37,40,7.5,97.24913462357497,0.0009992122650146484,True,4,2
large_coverage,Large area - Scalability test,High,mrfo,Manta Ray Foraging Optimization,84.10780551400681,39,40,2.5,86.26441591180186,0.0009992122650146484,True,4,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),96.70934342857267,60,60,0.0,96.70934342857267,0.33300304412841797,True,1,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),95.0627844417335,60,60,0.0,95.0627844417335,0.20122480392456055,True,1,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),86.48454578697284,60,60,0.0,86.48454578697284,0.21984505653381348,True,1,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),92.57586589276363,60,60,0.0,92.57586589276363,0.18983054161071777,True,2,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),87.9956586413942,60,60,0.0,87.9956586413942,0.17672061920166016,True,2,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),90.94015826430253,60,60,0.0,90.94015826430253,0.6259422302246094,True,2,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),90.12434198085734,60,60,0.0,90.12434198085734,0.3191800117492676,True,3,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),92.89801522569871,60,60,0.0,92.89801522569871,0.19710016250610352,True,3,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),97.2585470191526,60,60,0.0,97.2585470191526,0.19275474548339844,True,3,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),95.69758412367513,60,60,0.0,95.69758412367513,0.19802355766296387,True,4,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),95.53765030734496,60,60,0.0,95.53765030734496,0.19875741004943848,True,4,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,greedy,Greedy Algorithm (Baseline),90.8889773683926,60,60,0.0,90.8889773683926,0.19922876358032227,True,4,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,95.30640160639048,53,60,11.666666666666666,107.89403955440432,0.0,True,1,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,93.15955667487151,55,60,8.333333333333332,101.62860728167801,0.0010013580322265625,True,1,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,92.70642407683056,53,60,11.666666666666666,104.95066876622327,0.0,True,1,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,88.29447755637207,56,60,6.666666666666667,94.60122595325579,0.0,False,2,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,90.34592062681791,53,60,11.666666666666666,102.2784007096052,0.0,True,2,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,95.15758660459046,57,60,5.0,100.16588063641102,0.0,True,2,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,88.05742381645761,48,60,20.0,110.07177977057201,0.0,False,3,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,94.3791270406515,49,60,18.333333333333332,115.56627800896102,0.0,True,3,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,94.67995388492317,49,60,18.333333333333332,115.93463741011,0.0,True,3,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,89.76355868207536,48,60,20.0,112.20444835259418,0.001001596450805664,True,4,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,90.06962805751486,53,60,11.666666666666666,101.96561666888475,0.0,True,4,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_standard,Standard PSO,88.21930999048715,53,60,11.666666666666666,99.87091697036281,0.0,False,4,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),97.84637492346552,59,60,1.6666666666666667,91.65343532063439,0.0,True,1,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),98.74649089628531,50,60,16.666666666666664,112.71916289206872,0.0,True,1,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),94.75802126008817,57,60,5.0,94.47988523510328,0.0,True,1,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),99.9,50,60,16.666666666666664,112.19559047897295,0.0043752193450927734,True,2,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),91.20557180695975,52,60,13.333333333333334,101.5612831423157,0.0,False,2,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),94.90408351780717,50,60,16.666666666666664,106.38939640445544,0.0,False,2,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),99.9,55,60,8.333333333333332,104.70837885072308,0.0,True,3,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),94.17821631966599,51,60,15.0,106.74501007390033,0.0,True,3,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),99.9,51,60,15.0,111.98244196260453,0.0,True,3,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),94.6236444609554,54,60,10.0,98.47166052486257,0.0,False,4,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),99.9,55,60,8.333333333333332,101.03423556657914,0.0,True,4,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,pso_smart,Smart PSO (Coverage-First),96.85735870266195,53,60,11.666666666666666,106.15146976272598,0.0010008811950683594,True,4,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,89.89633875211139,45,60,25.0,119.86178500281518,0.0,True,1,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,87.141860468924,50,60,16.666666666666664,104.57023256270878,0.0010001659393310547,True,1,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,86.47351349725983,51,60,15.0,101.73354529089391,0.0,True,1,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,85.11896253616652,47,60,21.666666666666668,108.66250536531896,0.0,True,2,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,90.79677835603299,47,60,21.666666666666668,115.91078088004211,0.0,True,2,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,86.46377662691971,45,60,25.0,115.28503550255961,0.0010044574737548828,True,2,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,91.86429646200915,53,60,11.666666666666666,103.99731674944432,0.0,True,3,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,95.41350638423418,54,60,10.0,106.01500709359354,0.0,True,3,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,95.207228405284,47,60,21.666666666666668,121.54114264504341,0.0,True,3,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,95.04278091247481,56,60,6.666666666666667,101.83155097765159,0.0,True,4,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,87.18006374446813,58,60,3.3333333333333335,90.18627283910496,0.0,True,4,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_standard,Standard GA,88.58609288455038,55,60,8.333333333333332,96.63937405587315,0.0009999275207519531,True,4,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),86.29538907228746,56,60,6.666666666666667,92.45934543459371,0.0,True,1,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),90.38301083036974,50,60,16.666666666666664,108.45961299644368,0.0,True,1,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),92.41040549208583,48,60,20.0,115.51300686510729,0.0,True,1,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),88.85516579718083,57,60,5.0,93.53175347071667,0.0,True,2,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),87.4116127431811,57,60,5.0,92.01222394019064,0.0,True,2,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),90.42937168475318,56,60,6.666666666666667,96.8886125193784,0.0010008811950683594,True,2,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),88.38781507118604,53,60,11.666666666666666,100.06167743907854,0.0010018348693847656,True,3,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),91.88422868703735,52,60,13.333333333333334,106.02026386965848,0.0,True,3,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),95.53876600415182,53,60,11.666666666666666,108.15709358960584,0.0,True,3,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),85.03312830381634,56,60,6.666666666666667,91.10692318266037,0.0,True,4,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),92.75506154587558,57,60,5.0,97.63690689039535,0.0,True,4,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,ga_sa_hybrid,GA+SA Hybrid (Coverage-First),94.76317129034764,58,60,3.3333333333333335,98.03086685208376,0.0010018348693847656,True,4,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,90.0416694553047,48,60,20.0,112.55208681913086,0.0,True,1,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,88.47683921939525,53,60,11.666666666666666,100.16245949365499,0.0010013580322265625,True,1,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,90.60903615085955,55,60,8.333333333333332,98.84622125548316,0.0,True,1,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,90.10898511911736,53,60,11.666666666666666,102.01017183296305,0.0,True,2,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,90.62131504340014,57,60,5.0,95.39085794042121,0.0010039806365966797,True,2,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,90.44909764724657,56,60,6.666666666666667,96.90974747919276,0.0,True,2,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,92.14763520648054,57,60,5.0,96.99751074366374,0.0010018348693847656,True,3,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,92.88070072463276,46,60,23.333333333333332,121.14874007560795,0.000997781753540039,True,3,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,87.14200120821278,55,60,8.333333333333332,95.0640013180503,0.005003929138183594,True,3,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,89.06358192996433,45,60,25.0,118.75144257328577,0.0,True,4,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,88.71785691869682,57,60,5.0,93.38721780915456,0.0010008811950683594,True,4,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,gwo,Grey Wolf Optimizer,89.36346285678799,54,60,10.0,99.2927365075422,0.000997781753540039,True,4,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,93.42391487455754,57,60,5.0,98.34096302585004,0.0,True,1,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,91.84012729063866,46,60,23.333333333333332,119.7914703790939,0.0010018348693847656,True,1,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,85.179415379903,44,60,26.666666666666668,116.15374824532229,0.0,True,1,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,89.94800639265688,43,60,28.333333333333332,125.50884612928867,0.0009958744049072266,True,2,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,90.60864095656632,45,60,25.0,120.81152127542175,0.0,True,2,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,86.06854512553862,42,60,30.0,122.95506446505517,0.0,True,2,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,87.55480404691227,59,60,1.6666666666666667,89.03878377652096,0.0,True,3,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,88.65684652439481,53,60,11.666666666666666,100.36624134837149,0.0,True,3,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,91.6370138890004,42,60,30.0,130.91001984142915,0.0,True,3,3
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,91.82439216901106,53,60,11.666666666666666,103.95214207812573,0.0019996166229248047,True,4,1
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,87.15436622994945,44,60,26.666666666666668,118.84686304084016,0.00601959228515625,True,4,2
extreme_coverage,Extreme scale - Maximum coverage challenge,Extreme,mrfo,Manta Ray Foraging Optimization,91.64578994775371,49,60,18.333333333333332,112.2193346299025,0.0010020732879638672,True,4,3
dense_optimal,Dense deployment - Optimal coverage,Medium-High,greedy,Greedy Algorithm (Baseline),93.55579308001167,30,30,0.0,93.55579308001167,0.12697482109069824,True,1,1
dense_optimal,Dense deployment - Optimal coverage,Medium-High,greedy,Greedy Algorithm (Baseline),89.89301023225177,30,30,0.0,89.89301023225177,0.11555600166320801,True,1,2
dense_optimal,Dense deployment - Optimal coverage,Medium-High,greedy,Greedy Algorithm (Baseline),97.25803941867666,30,30,0.0,97.25803941867666,0.09114551544189453,True,1,3
dense_optimal,Dense deployment - Optimal coverage,Medium-High,greedy,Greedy Algorithm (Baseline),88.59484021941394,30,30,0.0,88.59484021941394,0.07012367248535156,True,2,1
dense_optimal,Dense deployment - Optimal coverage,Medium-High,greedy,Greedy Algorithm (Baseline),97.48618029534745,30,30,0.0,97.48618029534745,0.06977486610412598,True,2,2
dense_optimal,Dense deployment - Optimal coverage,Medium-High,greedy,Greedy Algorithm (Baseline),93.91257401479773,30,30,0.0,93.91257401479773,0.06943559646606445,True,2,3
